First name;Gender;Age;Salary;loaned_sum;Period;Interest rate;DAE;Monthly payment;Total_amount;Score;Eligibility
Arabele;Female;50;1645;65700;2;8,99;12;2754,715951;71692,91157;45;no
Morley;Male;51;2980;93405;2;8,99;12;3913,398911;101768,2967;45;no
Livvyy;Female;22;11586;76612;5;8,99;11;1285,776976;83794,17816;100;yes
Pinchas;Male;22;1243;59799;3;8,99;11;1672,221095;65353,55089;47;no
Lindon;Male;38;6145;108286;5;8,99;11;1814,466763;118283,8406;80;yes
Marylou;Female;54;7620;66237;1;8,99;14;5567,794634;72202,1777;73;yes
Stanleigh;Male;43;1168;117879;1;8,99;14;9903,295284;128205,1215;43;no
Roarke;Male;41;4981;26298;5;9,75;11,76;446,011082;28996,17404;40;no
Deanne;Female;38;5850;64910;2;8,99;12;2721,676445;70835,32073;45;no
Lusa;Female;24;11679;99943;5;8,99;11;1675,208732;109199,189;100;yes
Boigie;Male;24;1448;61448;4;8,99;11;1289,55983;67213,82184;49;no
Mellisa;Female;40;9078;88726;5;8,99;11;1487,979037;96985,05302;90;yes
Burt;Male;59;3311;19290;5;10,49;12,5;329,0611082;21361,31888;30;no
Nani;Female;34;9931;56113;4;8,99;11;1178,206219;61410,50102;89;yes
Fonsie;Male;47;6827;33208;2;9,75;12,76;1396,265069;36415,26481;65;yes
Fannie;Female;27;8681;45723;4;9,75;11,76;961,4934703;50092,64404;79;yes
Lev;Male;54;11121;85871;2;8,99;12;3598,310753;93589,70254;95;yes
Frederica;Female;55;11338;94459;4;8,99;11;1978,574648;103122,6173;99;yes
Sabina;Female;38;2218;65433;2;8,99;12;2743,549435;71403,06758;45;no
Pooh;Female;56;5729;22242;3;9,75;11,76;626,5021123;24535,74942;37;no
Giulia;Female;32;9304;45552;4;9,75;11,76;957,9237486;49906,6925;79;yes
Cullan;Male;48;11455;85555;4;8,99;11;1792,727872;93436,99991;99;yes
Keane;Male;22;3339;114005;2;8,99;12;4774,935419;124130,7921;45;no
Clarisse;Female;57;8416;98055;2;8,99;12;4107,871958;106816,1415;85;yes
Jere;Male;37;2784;32449;5;9,75;11,76;548,694068;35691,30096;40;no
Guillema;Female;39;1048;106271;4;8,99;11;2225,118013;115971,5068;49;no
Tess;Female;23;5752;52756;5;8,99;11;887,5821302;57817,49741;50;no
Anabelle;Female;31;11788;11466;1;10,49;15,5;970,7802791;12804,30458;73;yes
Kevyn;Female;37;5595;104611;5;8,99;11;1753,125127;114282,1512;50;no
Dagmar;Female;40;9382;80641;3;8,99;11;2252,607691;88001,93484;87;yes
Percival;Male;21;9254;109630;3;8,99;11;3059,86357;119503,4223;87;yes
Hogan;Male;50;8600;91160;1;8,99;14;7660,155168;99229,81739;83;yes
Rani;Female;18;8417;36066;5;9,75;11,76;609,0752028;39628,26635;80;yes
Tedmund;Male;42;11359;85917;1;8,99;14;7219,989607;93544,06869;93;yes
Ilse;Female;58;1813;20258;1;9,75;14,76;1708,772474;22338,7566;33;no
Adrian;Male;20;2668;118302;1;8,99;14;9938,807401;128663,842;43;no
Storm;Female;45;4966;70966;5;8,99;11;1191,536194;77646,2766;50;no
Ami;Female;26;6348;117579;1;8,99;14;9878,109385;127879,7878;73;yes
Karil;Female;37;10925;30810;3;9,75;11,76;865,1449546;33844,1125;87;yes
Matilde;Female;41;5883;58168;3;8,99;11;1626,802683;63581,19151;47;no
Ethelind;Female;25;1829;110500;1;8,99;14;9283,806122;120202,9968;43;no
Lorne;Male;60;11353;27104;5;9,75;11,76;459,4662091;29873,47404;90;yes
Graehme;Male;23;9663;14181;5;10,49;12,5;243,7624974;15802,21711;70;yes
Jaquelyn;Female;33;7106;12160;4;10,49;12,5;260,8857649;13591,57547;59;yes
Kelcie;Female;50;3236;116140;1;8,99;14;9757,301023;126319,2705;43;no
Krystyna;Female;36;7896;59627;2;8,99;12;2500,72997;65100,31767;75;yes
Paddie;Male;18;11722;119412;1;8,99;14;10031,99523;129867,5768;93;yes
Damian;Male;40;4637;41083;1;9,75;14,76;3458,175759;44920,53224;33;no
Lyndsey;Female;44;9516;6999;3;10,49;12,5;201,9815293;7974,140373;67;yes
Rolfe;Male;28;9949;10463;3;10,49;12,5;298,4833177;11736,71362;67;yes
Karylin;Female;60;7447;2613;5;10,49;12,5;50,62600703;3215,078885;60;yes
Teddy;Male;42;10036;110592;3;8,99;11;3086,652357;120548,7992;97;yes
Demetria;Female;59;10153;99130;4;8,99;11;2076,069066;108203,6504;99;yes
Jourdan;Female;21;8535;60115;3;8,99;11;1681,020738;65696,93873;87;yes
Raf;Female;37;3848;123324;2;8,99;12;5164,676134;134247,1073;45;no
Lydia;Female;32;11033;113781;1;8,99;14;9559,255904;123761,0631;93;yes
Ruthy;Female;56;11531;69195;2;8,99;12;2900,884403;75486,93688;95;yes
Vickie;Female;43;9347;87603;5;8,99;11;1469,234369;95762,22386;90;yes
Kristo;Male;58;4400;94106;4;8,99;11;1971,206733;102738,63;49;no
Sorcha;Female;52;5330;5429;1;10,49;15,5;463,3372698;6258,466238;23;no
Randi;Female;40;1119;70712;5;8,99;11;1187,296527;77369,69726;50;no
Burl;Male;34;1144;3871;1;10,49;15,5;332,3788122;4569,147681;23;no
Hollie;Female;51;6210;13761;3;10,49;12,5;390,3605979;15318,97879;57;yes
Marcus;Male;40;5902;115321;4;8,99;11;2414,012143;125815,9404;49;no
Colby;Male;25;2367;124903;3;8,99;11;3485,170377;136100,139;47;no
Georgiana;Female;25;11577;116947;5;8,99;11;1959,032724;127714,7608;100;yes
Brig;Male;20;11124;46172;1;9,75;14,76;3885,676999;50438,83506;83;yes
Adi;Female;34;8778;89478;1;8,99;14;7518,946228;97405,77976;83;yes
Vitia;Female;19;1177;47752;1;9,75;14,76;4018,404836;52152,12224;33;no
Moses;Male;57;5558;62710;2;8,99;12;2629,667691;68447,09307;45;no
Chrissie;Male;50;2283;58155;4;8,99;11;1220,827414;63631,75334;49;no
Saxon;Male;20;11234;101710;4;8,99;11;2129,919547;111010,1298;99;yes
Robby;Male;24;11976;120318;2;8,99;12;5038,958719;130983,9199;95;yes
Delmar;Male;60;6832;95156;4;8,99;11;1993,122627;103880,8018;79;yes
Redford;Male;38;1494;27537;4;9,75;11,76;581,8504405;30316,53481;39;no
Dorey;Male;60;10255;90794;3;8,99;11;2535,338;99034,89915;97;yes
Doralin;Female;54;4138;83087;2;8,99;12;3481,877858;90567,50899;45;no
Abbey;Male;47;3518;24608;5;9,75;11,76;417,7987187;27156,67404;40;no
Cletus;Male;31;9593;33903;4;9,75;11,76;714,7442889;37239,15173;79;yes
Kylila;Female;48;11854;76401;2;8,99;12;3202,254892;83309,46802;95;yes
Janot;Female;20;11698;30989;5;9,75;11,76;524,3212571;34102,14712;90;yes
Liz;Female;59;9727;92785;4;8,99;11;1943,634452;101301,669;89;yes
Gabbie;Male;29;9495;21108;2;9,75;12,76;890,0585123;23282,11096;75;yes
Klarika;Female;51;8576;18289;5;10,49;12,5;312,3486577;20272,131;70;yes
Corey;Male;30;2047;101429;3;8,99;11;2831,49055;110591,6386;47;no
Marin;Female;50;11768;46555;5;9,75;11,76;784,1754857;51045,13942;90;yes
Mervin;Male;47;7111;27502;2;9,75;12,76;1157,553118;30222,06019;65;yes
Brina;Female;55;1374;3762;3;10,49;12,5;111,8036167;4458,132985;27;no
Lucian;Male;31;11049;100426;4;8,99;11;2103,11954;109613,4168;99;yes
Selby;Male;21;10198;100041;2;8,99;12;4190,930769;108972,0598;95;yes
Skell;Male;26;7187;30515;5;9,75;11,76;516,4084405;33586,21635;70;yes
Dale;Male;33;3375;6166;2;10,49;13,5;265,0347198;7063,463458;25;no
Jud;Male;58;10357;105496;5;8,99;11;1767,897195;115245,8233;100;yes
Correy;Female;35;7692;77169;5;8,99;11;1295,074198;84400,69272;80;yes
Edith;Female;18;8164;63998;5;8,99;11;1075,229115;70058,85577;90;yes
Baird;Male;30;8814;109414;2;8,99;12;4582,92988;119146,9952;85;yes
Ennis;Male;36;1355;53282;1;8,99;14;4480,183564;58153,18391;43;no
Sayre;Male;58;8243;8516;2;10,49;13,5;363,3775014;9613,777249;65;yes
Kylynn;Female;25;3871;91227;4;8,99;11;1911,115441;99606,9035;49;no
Ignatius;Male;30;11220;34735;2;9,75;12,76;1460,1475;38072,64712;85;yes
Jameson;Male;40;2510;34971;1;9,75;14,76;2944,737446;38292,93019;33;no
Cicely;Female;50;4989;118519;3;8,99;11;3307,395306;129162,8353;47;no
Shari;Female;49;5947;77253;2;8,99;12;3237,887373;84234,36346;45;no
Zelda;Female;45;1740;84849;4;8,99;11;1777,992042;92669,02531;49;no
Abbey;Male;52;8623;30208;3;9,75;11,76;848,3775654;33190,09353;77;yes
Kelila;Female;21;2657;30494;4;9,75;11,76;643,579487;33532,08276;39;no
Nicolle;Female;44;4298;23692;2;9,75;12,76;998,1608051;26086,74481;35;no
Morena;Female;43;5526;75614;5;8,99;11;1269,118758;82707,46088;50;no
Travis;Male;30;9367;14319;4;10,49;12,5;305,9630155;15938,72474;69;yes
Adda;Female;60;4850;46275;4;9,75;11,76;973,0167823;50692,90865;39;no
Fitz;Male;18;9652;64874;5;8,99;11;1089,850958;71012,72785;90;yes
Elston;Male;34;10727;73044;5;8,99;11;1226,221342;79909,00056;100;yes
Ilsa;Female;52;10604;94699;2;8,99;12;3967,516787;103173,0088;95;yes
Hart;Male;52;11739;40677;1;9,75;14,76;3424,069746;44480,2825;83;yes
Karyn;Female;26;5165;78657;5;8,99;11;1319,911301;86020,96858;50;no
Tam;Male;57;3860;27895;4;9,75;11,76;589,3238929;30705,83686;39;no
Winnie;Male;28;1967;120742;3;8,99;11;3369,299126;131578,5035;47;no
Madelina;Female;38;10304;27866;2;9,75;12,76;1172,781149;30617,14019;85;yes
Mellisent;Female;38;5990;107697;5;8,99;11;1804,63541;117642,4814;50;no
Cello;Male;54;11001;74924;5;8,99;11;1257,601553;81956,12329;100;yes
Webb;Male;23;3797;100816;5;8,99;11;1689,7805;110149,7944;50;no
Daron;Male;35;7690;11463;3;10,49;12,5;326,3418017;12822,90682;57;yes
Fianna;Female;47;4812;26667;4;9,75;11,76;563,6886987;29370,46558;39;no
Randie;Female;43;6641;81978;2;8,99;12;3435,497082;89363,62514;75;yes
Hurleigh;Male;30;9618;76917;1;8,99;14;6464,412638;83784,05756;83;yes
Maximilian;Male;37;9796;65858;5;8,99;11;1106,275493;72084,20059;90;yes
Faydra;Female;32;1927;72541;2;8,99;12;3040,821352;79119,21404;45;no
Roy;Male;33;1607;110120;3;8,99;11;3073,508586;120035,8908;47;no
Alric;Male;54;7780;61045;3;8,99;11;1706,918422;66707,54218;77;yes
Jacquetta;Female;51;6097;14113;4;10,49;12,5;301,6619902;15714,77256;59;yes
Sean;Male;20;5558;2031;1;10,49;15,5;177,7167056;2574,060296;23;no
Alleyn;Male;22;1063;91150;1;8,99;14;7659,315638;99218,97293;43;no
Carmella;Female;30;4310;102307;2;8,99;12;4285,699785;111431,9343;45;no
Clemmie;Male;59;6184;84954;5;8,99;11;1425,018316;92877,74082;80;yes
Kelly;Male;18;6764;24150;3;9,75;11,76;679,6452663;26608,62019;67;yes
Simonette;Female;41;5808;120000;3;8,99;11;3348,636672;130772,1941;47;no
Rosalia;Female;29;7079;124170;2;8,99;12;5200,057682;135165,4894;75;yes
Herold;Male;18;4927;19439;3;10,49;12,5;548,5410698;21486,38378;27;no
Kip;Male;40;10315;42382;4;9,75;11,76;891,7482068;46459,52071;89;yes
Nicki;Female;31;11958;62880;2;8,99;12;2636,777459;68631,63793;95;yes
Ruby;Male;28;7226;66491;1;8,99;14;5589,118695;72477,6269;73;yes
Mariann;Female;49;1580;11223;3;10,49;12,5;319,6557656;12562,22045;27;no
Brita;Female;32;11441;66867;3;8,99;11;1869,043495;73034,1371;97;yes
Winslow;Male;41;2931;45585;3;9,75;11,76;1276,670164;49895,82404;37;no
Raphael;Male;37;8130;32589;4;9,75;11,76;687,3137962;35810,26096;79;yes
Brian;Male;32;8559;13703;4;10,49;12,5;293,1016971;15269,0425;69;yes
Melissa;Female;48;4177;52598;2;8,99;12;2206,762003;57469,93029;45;no
Iolande;Female;56;2113;74822;5;8,99;11;1255,89901;81845,05599;50;no
Jasmin;Female;55;4417;70788;4;8,99;11;1484,50692;77373,71246;49;no
Evin;Male;28;7695;65169;3;8,99;11;1821,759336;71188,9708;77;yes
Dasie;Female;25;5287;109927;1;8,99;14;9235,701055;119581,6095;43;no
Ariel;Female;29;8090;53884;4;8,99;11;1131,681908;58985,83333;89;yes
Garrot;Male;21;3531;61234;4;8,99;11;1285,093162;66981,03634;49;no
Frants;Male;41;3729;81743;5;8,99;11;1371,421584;89381,29876;50;no
Millie;Female;22;1705;109536;4;8,99;11;2293,266006;119523,1174;49;no
Farrel;Male;59;7905;7645;4;10,49;12,5;166,6181474;8683,109073;59;yes
Peter;Male;56;10784;75393;1;8,99;14;6336,468271;82131,36235;93;yes
Homere;Male;39;5177;48274;4;9,75;11,76;1014,747037;52866,69301;39;no
Nollie;Male;51;4462;48277;5;9,75;11,76;812,9220475;52919,47019;40;no
Sarette;Female;28;7784;48031;4;9,75;11,76;1009,674275;52602,44609;69;yes
Boote;Male;39;10448;26608;4;9,75;11,76;562,4570404;29306,30686;89;yes
Chrotoem;Male;33;10682;74411;2;8,99;12;3119,028792;81149,20755;95;yes
Allie;Male;42;6612;118250;4;8,99;11;2475,147049;129002,056;79;yes
Leonidas;Male;21;11344;116297;5;8,99;11;1948,183183;127006,979;100;yes
Geraldine;Female;48;6357;15918;5;10,49;12,5;272,7630233;17692,24643;60;yes
Pam;Female;20;6109;53676;5;8,99;11;902,9384036;58819,28087;80;yes
Trumaine;Male;52;4547;89931;2;8,99;12;3768,108725;97997,06813;45;no
Sibby;Female;31;5575;33219;3;9,75;11,76;932,2423644;36461,27481;37;no
Desdemona;Female;53;9406;77978;3;8,99;11;2178,451203;85108,13163;87;yes
Evelyn;Male;41;11980;20503;3;9,75;11,76;578,0660826;22646,48199;87;yes
Brose;Male;53;3515;61291;4;8,99;11;1286,282882;67043,03995;49;no
Molli;Female;56;7358;28712;5;9,75;11,76;486,3096884;31623,72019;70;yes
Melinde;Female;22;4008;89836;4;8,99;11;1882,0821;98093,79774;49;no
Lorry;Male;22;7470;8938;2;10,49;13,5;381,0373541;10071,74849;55;yes
Ragnar;Male;37;5831;112893;3;8,99;11;3150,72824;123049,2278;47;no
Lavina;Female;32;5946;107505;5;8,99;11;1801,430622;117433,4135;50;no
Nevil;Male;56;3580;19779;4;10,49;12,5;419,9610645;21874,54457;29;no
Rica;Female;40;11457;19805;3;10,49;12,5;558,737275;21883,93049;77;yes
Loren;Female;54;8848;90777;2;8,99;12;3803,490273;98915,45022;85;yes
Phip;Male;55;11495;57040;2;8,99;12;2392,536041;62291,97905;95;yes
Nerissa;Female;58;2739;22690;5;9,75;11,76;385,7801905;25069,00481;40;no
Franciska;Female;51;8046;112660;5;8,99;11;1887,475828;123046,6676;90;yes
Sara;Female;50;2194;56232;5;8,99;11;945,6021371;61602,49666;50;no
Tamra;Female;26;3677;43790;5;9,75;11,76;738,0173884;48035,54327;40;no
Crista;Female;27;10000;105377;2;8,99;12;4414,093818;114764,5974;45;no
Stacy;Male;32;4762;36959;1;9,75;14,76;3111,739306;40448,63583;33;no
Terrijo;Female;35;1256;122616;1;8,99;14;10300,98063;133342,1407;43;no
Brittan;Female;45;3848;80707;3;8,99;11;2254,445591;88073,65508;47;no
Adelina;Female;38;8832;33532;5;9,75;11,76;566,7733516;36870,10481;80;yes
Vannie;Female;24;3325;118141;2;8,99;12;4947,911876;128620,6601;45;no
Thaddeus;Male;32;5850;69289;5;8,99;11;1163,544378;75820,19957;50;no
Lee;Female;25;10542;92088;1;8,99;14;7738,063549;100236,183;93;yes
Annette;Female;52;4763;12498;2;10,49;13,5;530,0162062;13935,20257;25;no
Elisabet;Female;22;4627;13532;5;10,49;12,5;232,9269526;15096,04036;30;no
Pryce;Male;38;5432;41820;4;9,75;11,76;880,0161391;45848,38173;39;no
Johanna;Female;60;6991;104347;5;8,99;11;1748,718545;113994,6829;80;yes
Ansel;Male;31;8094;5265;4;10,49;12,5;116,9266902;6095,70043;69;yes
Arthur;Male;44;11082;11614;1;10,49;15,5;983,220492;12964,779;73;yes
Stefa;Female;37;1195;27561;3;9,75;11,76;774,6511878;30314,36558;37;no
Cordie;Male;38;9379;82166;3;8,99;11;2295,074323;89659,10716;87;yes
Stace;Female;22;7723;80595;3;8,99;11;2251,32673;87951,948;77;yes
Grete;Female;34;6402;13695;4;10,49;12,5;292,934667;15260,34533;59;yes
Christophorus;Male;40;9109;71025;3;8,99;11;1984,831205;77552,51251;87;yes
Bren;Male;18;7626;40282;3;9,75;11,76;1128,966734;44134,59045;67;yes
Neely;Female;44;8989;59122;1;8,99;14;4970,469064;64486,34668;83;yes
Grata;Female;58;1313;115872;5;8,99;11;1941,089252;126544,1986;50;no
Gilly;Female;29;1439;102830;5;8,99;11;1723,397385;112342,8291;50;no
Jess;Male;59;10847;39555;4;9,75;11,76;832,7329838;43385,33942;89;yes
Romain;Male;46;8631;27233;2;9,75;12,76;1146,299435;29930,09173;75;yes
Lay;Male;42;8030;87478;1;8,99;14;7351,040235;95236,8884;83;yes
Upton;Male;51;11425;85264;5;8,99;11;1430,192713;93215,2983;100;yes
Rosabel;Female;41;4159;103744;2;8,99;12;4345,798229;112991,8812;45;no
Colette;Female;27;2529;106699;2;8,99;12;4469,382714;116199,7051;45;no
Sara-ann;Female;46;11867;57495;1;8,99;14;4833,877538;62721,95356;93;yes
Dell;Male;57;11423;112272;1;8,99;14;9432,570832;122124,6346;93;yes
Lizbeth;Female;42;4449;76485;1;8,99;14;6428,144943;83315,57703;43;no
Shayne;Male;21;5475;103050;5;8,99;11;1727,069537;112582,386;50;no
Patten;Male;37;10583;44950;1;9,75;14,76;3783,022939;49113,7484;83;yes
Caye;Female;42;6564;30055;2;9,75;12,76;1264,358517;32993,04712;65;yes
Frederigo;Male;20;7012;82645;4;8,99;11;1731,989538;90271,55219;79;yes
Rosanne;Female;23;8736;10307;3;10,49;12,5;294,1373942;11567,26748;67;yes
Lissy;Female;26;10957;112365;3;8,99;11;3136,025039;122475,4658;97;yes
Putnem;Male;58;11968;99934;4;8,99;11;2092,850378;109078,2277;99;yes
Ivan;Male;49;3050;109452;1;8,99;14;9195,823382;119066,4978;43;no
Eduardo;Male;22;4411;118805;3;8,99;11;3315,35954;129473,623;47;no
Llywellyn;Male;34;5350;69719;4;8,99;11;1462,194454;76210,87273;49;no
Valaree;Female;23;8052;111664;2;8,99;12;4677,029741;121589,5007;85;yes
Ellsworth;Male;42;8965;49874;1;9,75;14,76;4196,66336;54453,13199;73;yes
Xylia;Female;42;7288;102637;4;8,99;11;2149,26815;112018,5044;79;yes
Karel;Male;54;6161;80862;1;8,99;14;6795,607209;88062,19577;73;yes
Jo ann;Female;25;4341;78894;3;8,99;11;2203,95903;86103,52169;47;no
Chadwick;Male;26;9465;20757;4;9,75;11,76;440,3141081;22943,71942;79;yes
Garrard;Male;24;1404;27429;2;9,75;12,76;1154,499144;30142,82712;35;no
Rik;Male;36;6114;94627;2;8,99;12;3964,505591;103094,8486;75;yes
Seward;Male;47;10109;27734;1;9,75;14,76;2336,793552;30445,42429;83;yes
Nelli;Female;36;9210;29091;2;9,75;12,76;1224,029334;31946,73635;75;yes
Salomone;Male;21;2937;62013;4;8,99;11;1301,352668;67828,41908;49;no
Kamillah;Female;34;5056;54305;2;8,99;12;2278,152431;59322,97785;45;no
Hynda;Female;48;5388;102618;2;8,99;12;4298,706477;111769,5428;45;no
Chaunce;Male;49;5532;5429;2;10,49;13,5;234,1927495;6263,641644;25;no
Cecilla;Female;20;3880;91752;1;8,99;14;7709,855342;99871,80923;43;no
Renae;Female;45;11374;48848;3;9,75;11,76;1367,55387;53440,78071;87;yes
Belvia;Female;48;6064;88358;1;8,99;14;7424,918872;96191,20059;73;yes
Daphene;Female;26;1322;44097;1;9,75;14,76;3711,366708;48188,79019;33;no
Tilda;Female;44;1471;51827;1;8,99;14;4358,031954;56575,31544;43;no
Brannon;Male;43;1861;106563;5;8,99;11;1785,707134;116407,6744;50;no
Myrvyn;Male;34;1914;106616;1;8,99;14;8957,732683;115991,0098;43;no
Livvy;Female;27;5262;31767;2;9,75;12,76;1335,98047;34851,22558;35;no
Scottie;Male;42;7037;37356;4;9,75;11,76;786,8276158;40994,06788;69;yes
Meridith;Female;55;7918;25623;4;9,75;11,76;541,8946086;28235,1825;69;yes
Sibella;Female;25;10059;83165;2;8,99;12;3485,139986;90652,18252;95;yes
Tyrone;Male;41;6980;118718;4;8,99;11;2484,915276;129511,1383;79;yes
Neils;Male;42;3874;75746;5;8,99;11;1271,322049;82851,19503;50;no
Alyse;Female;23;6241;62664;2;8,99;12;2627,743872;68397,1574;75;yes
Sauveur;Male;32;11027;110457;3;8,99;11;3082,893016;120402,0987;97;yes
Kathryne;Female;36;3558;95743;5;8,99;11;1605,104005;104625,8297;50;no
Ariela;Female;18;7067;9285;1;10,49;15,5;787,4552495;10439,47545;53;no
Phip;Male;24;5450;123247;2;8,99;12;5161,455828;134163,5194;45;no
Dasi;Female;54;7733;19781;2;10,49;13,5;834,7951333;21839,00485;55;yes
Dagny;Male;23;2240;115742;3;8,99;11;3230,064264;126145,1517;47;no
Maddie;Male;32;4864;88280;1;8,99;14;7418,370538;96106,61383;43;no
Lenette;Female;43;11759;3349;5;10,49;12,5;62,91408249;4015,920322;80;yes
Jethro;Male;55;8403;78002;2;8,99;12;3269,212171;85047,44642;85;yes
Fanya;Female;45;6018;43320;3;9,75;11,76;1213,583558;47435,10481;67;yes
Palmer;Male;46;3907;23095;2;9,75;12,76;973,1851592;25438,77019;35;no
Darbee;Male;34;7319;2253;1;10,49;15,5;196,377025;2814,771926;53;no
Gladi;Female;46;6650;87395;4;8,99;11;1831,132866;95438,52012;79;yes
Kile;Male;26;11343;44336;3;9,75;11,76;1241,882009;48538,89763;87;yes
Brian;Male;18;4024;3799;3;10,49;12,5;112,8343806;4498,322133;27;no
Tristam;Male;57;5392;24197;3;9,75;11,76;680,9543482;26659,68147;37;no
Erich;Male;57;2882;54287;2;8,99;12;2277,399633;59303,4378;45;no
Krystalle;Female;40;6007;121374;1;8,99;14;10196,71101;131995,2592;73;yes
Missie;Female;23;5067;112557;1;8,99;14;9456,497436;122433,7016;43;no
Don;Male;44;7255;109268;2;8,99;12;4576,823845;118988,5037;75;yes
Madel;Female;25;9549;105529;4;8,99;11;2209,630782;115164,372;89;yes
Gaven;Male;47;5871;58344;3;8,99;11;1631,70375;63772,4455;47;no
Georgena;Female;51;3889;15036;5;10,49;12,5;258,0373677;16732,54242;30;no
Kalle;Male;59;6578;32769;1;9,75;14,76;2759,758524;35905,17173;63;yes
Tonye;Female;46;4164;30107;3;9,75;11,76;845,564432;33080,36609;37;no
Brandea;Female;48;9205;32853;5;9,75;11,76;555,4383252;36131,03942;80;yes
Frazer;Male;26;10456;25225;1;9,75;14,76;2126,025108;27724,76763;83;yes
Oliviero;Male;55;7636;91703;5;8,99;11;1537,669935;100226,6936;80;yes
Karlen;Female;44;2306;20875;3;9,75;11,76;588,4273265;23050,6266;37;no
Luz;Female;24;7321;107461;1;8,99;14;9028,672965;116907,3664;73;yes
Creight;Male;41;10249;42354;5;9,75;11,76;714,0452265;46472,5125;90;yes
Olvan;Male;27;5983;108899;2;8,99;12;4561,391467;118587,9328;45;no
Meredith;Male;39;10027;51100;2;8,99;12;2144,112407;55843,76437;95;yes
Valerie;Female;58;2383;86528;5;8,99;11;1451,290897;94591,66166;50;no
Isidoro;Male;37;3407;95532;5;8,99;11;1601,582077;104396,0729;50;no
Chastity;Female;40;4985;23377;5;9,75;11,76;397,2487666;25816,77788;40;no
Rollie;Male;39;3680;4682;3;10,49;12,5;137,4334219;5457,430728;27;no
Nara;Female;51;1789;72988;1;8,99;14;6134,561314;79523,27049;43;no
Tildi;Female;58;6347;85564;2;8,99;12;3585,47135;93256,43623;75;yes
Robb;Male;42;1263;17219;1;10,49;15,5;1454,351528;19042,20551;23;no
Gal;Male;45;5839;52259;3;8,99;11;1462,254924;57160,05627;47;no
Ben;Male;55;7003;19928;2;10,49;13,5;840,9467881;21998,53511;55;yes
Brantley;Male;40;9898;33327;3;9,75;11,76;935,2504675;36578,60712;77;yes
Lia;Female;32;3651;115462;2;8,99;12;4835,870307;125712,4501;45;no
Pattin;Male;40;7797;37668;2;9,75;12,76;1582,850296;41256,08019;65;yes
Davin;Male;24;2505;87892;5;8,99;11;1474,058242;96076,91454;50;no
Waneta;Female;31;11259;97392;4;8,99;11;2039,793044;106313,084;99;yes
Hilliary;Female;55;8903;12639;2;10,49;13,5;535,9167731;14088,2214;65;yes
Sibyl;Female;19;3617;99910;1;8,99;14;8394,743888;108718,7171;43;no
Agosto;Male;24;2983;19107;2;10,49;13,5;806,5895866;21107,55315;25;no
Dareen;Female;28;8077;32785;2;9,75;12,76;1378,568757;35956,14712;75;yes
Dave;Male;20;8495;6905;2;10,49;13,5;295,960386;7865,455752;65;yes
Wayland;Male;30;8006;85152;2;8,99;12;3568,24062;92809,18632;85;yes
Zaccaria;Male;37;11606;6011;2;10,49;13,5;258,548281;6895,251272;75;yes
Courtenay;Female;48;2017;33851;1;9,75;14,76;2850,651891;37078,44814;33;no
Salomi;Female;54;10488;106798;1;8,99;14;8973,012129;116188,3789;93;yes
Auberta;Female;19;8906;80630;2;8,99;12;3379,120809;87900,29292;85;yes
Marys;Female;33;9440;17756;2;10,49;13,5;750,0529491;19641,39403;65;yes
Hilary;Male;43;5364;71972;1;8,99;14;6049,26507;78421,47368;43;no
Fran;Male;39;9548;95101;3;8,99;11;2655,27491;103715,1885;87;yes
Gilly;Female;42;11202;61700;3;8,99;11;1725,158189;67419,31127;97;yes
Mervin;Male;23;2553;80810;1;8,99;14;6791,241654;88005,8046;43;no
Matthew;Male;32;2606;103038;5;8,99;11;1726,869238;112569,3192;50;no
Cyrill;Male;39;1347;113920;4;8,99;11;2384,770079;124291,9568;49;no
Cassaundra;Female;25;11357;7418;3;10,49;12,5;213,6542341;8429,255323;77;yes
Chloette;Female;51;7203;89352;4;8,99;11;1871,979917;97567,3109;79;yes
Albie;Male;59;3938;39086;5;9,75;11,76;659,4901951;42915,42019;40;no
Germaine;Female;38;9037;55754;1;8,99;14;4687,715371;60833,93363;83;yes
Lorant;Male;60;2501;89766;5;8,99;11;1505,338303;98117,50389;50;no
Moises;Male;21;1698;59982;5;8,99;11;1008,195643;65685,85317;50;no
Brena;Female;59;3570;19690;5;10,49;12,5;335,73941;21796,55879;30;no
Christy;Female;36;4722;93581;3;8,99;11;2612,947512;102063,4495;47;no
Ravid;Male;23;6036;52363;2;8,99;12;2196,933796;57214,82416;75;yes
Woodie;Male;34;8239;86161;1;8,99;14;7240,474138;93808,67343;83;yes
Caesar;Male;46;10676;7593;3;10,49;12,5;218,5294688;8619,339133;77;yes
Trenna;Female;39;8662;57463;5;8,99;11;966,1494986;62942,92649;90;yes
Jemima;Female;50;6448;8035;3;10,49;12,5;230,8429187;9099,436528;57;yes
Donall;Male;30;10050;25229;1;9,75;14,76;2126,361128;27729,10506;83;yes
Gillie;Female;60;10689;24261;3;9,75;11,76;682,7369278;26729,21173;87;yes
Fionna;Female;47;8618;41579;1;9,75;14,76;3499,842219;45458,37429;73;yes
Salvidor;Male;29;8220;113262;5;8,99;11;1897,524172;123702,1824;90;yes
Frankie;Male;60;2239;97089;1;8,99;14;8157,912485;105659,4958;43;no
Lexy;Female;31;4209;100892;2;8,99;12;4226,521427;109895,8697;45;no
Chic;Male;49;10302;31264;1;9,75;14,76;2633,33106;34273,21147;83;yes
